Label,Average Freq,Average ER
1,5.00E-06,0.906909194
1,5.00E-06,0.906909194
1,1.05E-06,0.199390444
1,3.71E-06,-0.028267553
1,4.12E-06,-0.648559091
1,2.91E-06,1.699390444
1,1.89E-06,0.452666155
1,2.91E-06,1.699390444
1,3.71E-06,-0.351885438
1,3.70E-06,0.048005344
1,1.05E-06,-0.800609556
1,1.68E-06,-0.300609556
1,4.13E-06,1.048005344
1,1.05E-06,-0.800609556
1,3.66E-06,-0.516672848
1,4.08E-06,0.422049028
1,4.30E-06,1.352226361
1,4.27E-06,0.519795006
1,4.27E-06,0.629567777
1,3.62E-06,0.714672011
1,1.05E-06,0.199390444
1,3.62E-06,1.048005344
1,4.28E-06,1.714672011
1,4.28E-06,0.160272644
1,3.78E-06,0.991871694
1,4.28E-06,0.381338677
1,4.28E-06,1.048005344
1,3.61E-06,0.199390444
1,4.30E-06,0.352226361
1,4.30E-06,0.629567777
1,2.59E-06,-0.040782423
1,1.89E-06,0.119332822
1,2.63E-06,0.699390444
1,2.63E-06,-0.300609556
1,3.61E-06,0.408082576
1,2.63E-06,0.699390444
1,1.86E-06,0.991871694
1,2.00E-06,-1.146982156
1,4.32E-06,0.909659511
1,2.66E-06,0.629567777
1,2.46E-06,-0.146982156
1,2.50E-06,0.491871694
1,2.66E-06,-1.662913473
1,3.62E-06,-0.064834117
1,3.62E-06,0.07362106
1,3.62E-06,1.227647133
1,3.14E-06,#DIV/0!
1,4.20E-06,0.960049801
1,4.20E-06,-0.539950199
1,4.20E-06,0.977647133
1,4.20E-06,0.977647133
1,4.20E-06,-0.607315368
1,3.64E-06,1.172049028
1,4.22E-06,1.714672011
1,4.22E-06,0.356290426
1,3.64E-06,-0.934505516
1,3.64E-06,-0.601172183
1,4.22E-06,0.980986989
1,1.89E-06,-1.270642179
1,3.64E-06,-1.008128306
1,3.64E-06,0.525808402
1,3.64E-06,-0.008128306
1,1.05E-06,-0.800609556
1,3.64E-06,0.991871694
1,4.24E-06,-0.804673621
1,4.24E-06,1.647653655
1,4.24E-06,-0.233631741
1,2.60E-06,1.491871694
1,4.25E-06,0.028374114
1,5.05E-06,1.284352945
1,1.89E-06,0.452666155
1,3.73E-06,1.991871694
1,4.09E-06,-1.685073731
1,4.08E-06,0.629567777
1,4.95E-06,0.01108498
1,3.79E-06,-0.143709574
1,1.86E-06,0.991871694
1,4.54E-06,2.199390444
1,3.80E-06,0.396024488
1,2.51E-06,-0.547333845
1,3.90E-06,-1.742321345
1,3.55E-06,0.991871694
1,3.55E-06,-0.008128306
1,4.36E-06,0.699390444
1,4.36E-06,0.699390444
1,2.54E-06,-1.300609556
1,1.05E-06,-1.385572057
1,3.79E-06,#DIV/0!
1,4.59E-06,0.775391991
1,3.79E-06,-0.815483228
1,3.79E-06,1.275808402
1,4.54E-06,1.199390444
1,3.79E-06,-0.330056401
1,3.93E-06,0.491871694
1,1.68E-06,0.699390444
1,3.93E-06,#DIV/0!
1,3.93E-06,0.233327152
1,2.54E-06,-0.300609556
1,3.78E-06,0.785999488
1,3.94E-06,0.237018875
1,3.81E-06,-0.827950972
1,1.45E-06,#DIV/0!
1,3.82E-06,0.710049801
1,3.88E-06,-0.936190824
1,3.84E-06,1.699390444
1,3.84E-06,1.699390444
1,2.51E-06,0.959217577
1,1.97E-06,-1.28139627
1,1.97E-06,0.699390444
1,1.58E-06,0.160272644
1,1.97E-06,-0.300609556
1,3.84E-06,0.275808402
1,1.97E-06,0.05974511
1,3.85E-06,2.521318539
1,4.59E-06,2.360354491
1,1.97E-06,-0.120432223
1,3.14E-06,-0.215647055
1,3.09E-06,-0.093090806
1,1.97E-06,0.05974511
1,3.83E-06,0.048005344
1,3.09E-06,#DIV/0!
1,3.86E-06,0.381338677
1,3.86E-06,0.909659511
1,3.82E-06,1.488648042
1,2.51E-06,-0.547333845
1,3.86E-06,0.980986989
1,3.50E-06,1.603067905
1,3.82E-06,0.980986989
1,3.87E-06,0.025808402
1,3.94E-06,1.293660542
1,2.56E-06,0.893308853
1,3.73E-06,0.775808402
1,3.75E-06,-0.44002448
1,2.96E-06,-1.800609556
1,4.04E-06,0.119332822
1,2.55E-06,0.714672011
1,2.50E-06,-0.093090806
1,3.74E-06,-1.694934219
1,1.45E-06,-0.885572057
1,4.04E-06,0.452666155
1,2.50E-06,1.519795006
1,2.50E-06,-0.480204994
1,1.58E-06,0.160272644
1,2.09E-06,-1.122537651
1,2.00E-06,0.51968451
1,2.50E-06,-0.786904924
1,4.05E-06,0.356290426
1,2.49E-06,-0.224191598
1,3.78E-06,1.991871694
1,4.06E-06,0.652835742
1,4.06E-06,0.063809176
1,4.06E-06,0.210049801
1,4.06E-06,-0.406184682
1,4.06E-06,-0.016209682
1,4.06E-06,0.983790318
1,4.07E-06,#DIV/0!
1,2.49E-06,#DIV/0!
1,2.49E-06,0.275808402
1,3.75E-06,1.226642187
1,3.32E-06,1.860354491
1,1.58E-06,0.186351177
1,1.68E-06,0.699390444
1,3.95E-06,1.250105296
1,4.77E-06,2.395549155
1,2.54E-06,-0.370432223
1,2.54E-06,-0.955394724
1,3.95E-06,0.199390444
1,2.54E-06,-0.300609556
1,3.77E-06,0.745235144
1,1.68E-06,-1.885572057
1,1.05E-06,0.199390444
1,3.98E-06,1.626993875
1,3.98E-06,-0.516297377
1,2.50E-06,#DIV/0!
1,1.68E-06,#DIV/0!
1,3.77E-06,-0.761952575
1,3.99E-06,0.199390444
1,3.99E-06,-0.573877521
1,4.01E-06,0.991363677
1,4.01E-06,-0.48031549
1,1.05E-06,#DIV/0!
1,4.02E-06,0.114427943
1,1.58E-06,-1.146982156
1,4.02E-06,-0.016672848
1,4.02E-06,-0.016672848
1,3.75E-06,0.379567777
1,4.33E-06,0.729357821
1,4.33E-06,-0.270642179
1,2.46E-06,0.51968451
1,3.44E-06,#DIV/0!
1,4.72E-06,-0.181710347
1,4.72E-06,0.106290426
1,4.72E-06,0.606290426
1,4.72E-06,0.699390444
1,4.72E-06,1.114427943
1,4.73E-06,0.12487632
1,4.74E-06,-0.300609556
1,3.44E-06,-0.266672848
1,3.44E-06,-0.974191598
1,3.44E-06,-0.186190824
1,2.50E-06,1.491871694
1,3.44E-06,1.106290426
1,3.44E-06,-0.297387035
1,2.73E-06,1.491871694
1,3.14E-06,-0.53757515
1,2.01E-06,-1.040782423
1,2.32E-06,0.991871694
1,4.82E-06,0.775391991
1,4.75E-06,1.893308853
1,2.70E-06,0.048005344
1,4.76E-06,#DIV/0!
1,4.77E-06,0.852226361
1,2.32E-06,-0.008128306
1,4.77E-06,0.575310143
1,4.78E-06,-0.82955754
1,3.44E-06,0.852226361
1,3.47E-06,0.672049028
1,4.71E-06,1.155314709
1,3.47E-06,0.672049028
1,1.86E-06,-0.593090806
1,4.64E-06,-0.001523871
1,5.64E-06,0.330907647
1,2.43E-06,-1.008636323
1,4.64E-06,0.274029312
1,2.32E-06,#DIV/0!
1,2.69E-06,#DIV/0!
1,2.69E-06,-0.705394724
1,4.65E-06,0.379567777
1,4.65E-06,0.129567777
1,4.65E-06,1.025808402
1,2.69E-06,#DIV/0!
1,4.66E-06,-0.059154098
1,1.86E-06,-1.330056401
1,2.69E-06,0.114427943
1,3.48E-06,-0.040782423
1,4.67E-06,-0.90114641
1,2.69E-06,1.699390444
1,3.48E-06,0.785999488
1,3.48E-06,-0.798963012
1,4.36E-06,0.699390444
1,2.69E-06,-0.300609556
1,4.68E-06,-0.8749127
1,2.69E-06,#DIV/0!
1,4.70E-06,2.576834195
1,2.43E-06,0.714672011
1,4.79E-06,-0.577909406
1,4.33E-06,0.775808402
1,4.91E-06,0.568289653
1,3.32E-06,1.860354491
1,2.70E-06,0.160272644
1,4.86E-06,0.821981376
1,3.32E-06,0.860354491
1,2.73E-06,-0.093090806
1,1.86E-06,0.991871694
1,2.50E-06,1.491871694
1,2.70E-06,0.381338677
1,2.73E-06,1.491871694
1,2.70E-06,1.048005344
1,1.85E-06,0.160272644
1,1.68E-06,-0.300609556
1,4.92E-06,-0.120432223
1,3.44E-06,-0.135155645
1,6.23E-06,1.784352945
1,4.92E-06,-0.24178893
1,4.92E-06,1.764031952
1,2.42E-06,-0.120432223
1,2.42E-06,0.199390444
1,2.91E-06,0.699390444
1,3.42E-06,0.284352945
1,4.95E-06,1.788802818
1,4.95E-06,1.983790318
1,1.45E-06,#DIV/0!
1,1.85E-06,0.51968451
1,4.95E-06,1.672049028
1,1.58E-06,0.186351177
1,4.86E-06,1.160272644
1,2.50E-06,0.491871694
1,1.85E-06,-1.028267553
1,2.01E-06,-0.352346345
1,4.80E-06,1.106290426
1,4.80E-06,-0.186190824
1,3.43E-06,-0.285327989
1,2.32E-06,0.991871694
1,2.73E-06,1.491871694
1,2.50E-06,-0.093090806
1,2.50E-06,1.491871694
1,4.81E-06,-0.774109684
1,4.81E-06,1.699390444
1,1.86E-06,0.991871694
1,4.81E-06,0.813809176
1,3.78E-06,#DIV/0!
1,4.82E-06,0.525808402
1,3.43E-06,1.381338677
1,4.83E-06,0.733327152
1,3.43E-06,1.381338677
1,4.84E-06,0.294689092
1,4.85E-06,-0.224608009
1,2.50E-06,1.491871694
1,2.42E-06,0.199390444
1,3.43E-06,1.381338677
1,2.42E-06,0.379567777
1,2.50E-06,#DIV/0!
1,4.63E-06,0.422049028
1,4.63E-06,0.980986989
1,2.69E-06,0.699390444
1,4.43E-06,1.040531825
1,3.56E-06,0.081406508
1,4.40E-06,0.025808402
1,3.56E-06,0.860354491
1,3.56E-06,-0.139645509
1,3.56E-06,0.417568551
1,4.41E-06,0.509307822
1,1.05E-06,#DIV/0!
1,4.42E-06,#DIV/0!
1,3.56E-06,0.049085753
1,4.42E-06,0.922049028
1,4.42E-06,0.699390444
1,1.89E-06,0.452666155
1,4.43E-06,0.248050574
1,3.49E-06,0.658030344
1,4.43E-06,1.626993875
1,2.68E-06,-0.224608009
1,2.68E-06,-0.961573604
1,4.44E-06,-0.600340591
1,4.44E-06,0.390666307
1,4.44E-06,0.199390444
1,2.44E-06,-0.040782423
1,2.68E-06,0.360354491
1,4.45E-06,0.813809176
1,1.89E-06,-0.937308845
1,2.50E-06,1.491871694
1,4.47E-06,-0.408988012
1,3.57E-06,-2.607964478
1,4.40E-06,1.821981376
1,4.40E-06,0.455469484
1,3.57E-06,#DIV/0!
1,1.05E-06,-0.800609556
1,4.34E-06,-0.008128306
1,4.34E-06,1.422049028
1,4.34E-06,1.991871694
1,3.59E-06,0.314320322
1,4.34E-06,0.233327152
1,4.35E-06,0.129567777
1,3.59E-06,0.775808402
1,3.59E-06,-0.516672848
1,4.36E-06,0.525808402
1,4.37E-06,-0.450914247
1,4.37E-06,0.710049801
1,4.37E-06,0.160272644
1,5.23E-06,-0.800609556
1,3.58E-06,1.381338677
1,4.37E-06,0.331809462
1,2.73E-06,-0.093090806
1,3.58E-06,-0.285327989
1,4.39E-06,1.422049028
1,4.39E-06,0.063809176
1,4.40E-06,-0.019013011
1,2.73E-06,1.491871694
1,1.05E-06,#DIV/0!
1,4.40E-06,0.906909194
1,4.40E-06,0.525808402
1,1.68E-06,-0.885572057
1,1.68E-06,#DIV/0!
1,2.73E-06,-0.508128306
1,4.57E-06,0.062691155
1,1.05E-06,#DIV/0!
1,4.57E-06,1.068289653
1,3.51E-06,1.129567777
1,2.68E-06,-0.224608009
1,3.51E-06,0.119332822
1,2.68E-06,-1.447000431
1,3.51E-06,-0.040782423
1,3.50E-06,-0.455394724
1,2.91E-06,#DIV/0!
1,3.50E-06,0.629567777
1,4.59E-06,0.525808402
1,4.60E-06,0.341567004
1,4.61E-06,-0.418593492
1,3.49E-06,#DIV/0!
1,2.68E-06,1.360354491
1,4.61E-06,0.381338677
1,2.68E-06,-1.224608009
1,4.61E-06,0.699390444
1,4.62E-06,-0.507473306
1,4.62E-06,-0.385572057
1,2.67E-06,0.160272644
1,4.62E-06,0.314320322
1,3.49E-06,1.05974511
1,4.62E-06,0.775808402
1,3.49E-06,0.160272644
1,3.96E-06,0.567873241
1,4.56E-06,-0.582431449
1,3.55E-06,0.098673042
1,4.55E-06,0.796376177
1,4.47E-06,1.129567777
1,2.66E-06,0.959217577
1,2.66E-06,-1.095285908
